udp,3470658527220,3470660687494,20,
rmi,3478722337688,3479261361871,20,
udp,3479329340081,3479331679117,20,
rmi,3487393100689,3487928969108,20,
udp,3487994997704,3487997132715,20,
rmi,3496061612940,3496595389012,20,
udp,3496661692748,3496663889437,20,
rmi,3504725705539,3505253957658,20,
udp,3505320744712,3505322853896,20,
rmi,3513384252958,3513917429054,20,
udp,3513984136919,3513986331288,20,
rmi,3522047203753,3522571609348,20,
udp,3522638951585,3522641258577,20,
rmi,3530702920093,3531232851826,20,
udp,3531299149383,3531301340193,20,
rmi,3539362934300,3539895265502,20,
udp,3539962661345,3539964856276,20,
rmi,3548025358956,3548555576245,20,
udp,3548621291058,3548623387272,20,
rmi,3556684489350,3557211878894,20,
udp,3557279549538,3557281750030,20,
rmi,3565343829562,3565875984642,20,
udp,3565943467799,3565945674542,20,
rmi,3574006979294,3574538095000,20,
udp,3574605690695,3574611086823,200,
rmi,3582673026365,3583396810883,200,
udp,3583463212845,3583468913331,200,
rmi,3591530932436,3592217988049,200,
udp,3592285357351,3592290625059,200,
rmi,3600352790273,3601091325180,200,
udp,3601159200542,3601164466185,200,
rmi,3609226541790,3609915863806,200,
udp,3609983786292,3609989286872,200,
rmi,3618050368123,3618761250509,200,
udp,3618827195064,3618832921890,200,
rmi,3626894984202,3627578686720,200,
udp,3627645079077,3627650627301,200,
rmi,3635711116763,3636425766011,200,
udp,3636492362728,3636497553128,200,
rmi,3644558701162,3645239250649,200,
udp,3645305145065,3645310661672,200,
rmi,3653372618080,3654090191634,200,
udp,3654157182219,3654162635626,200,
rmi,3662224442470,3662928617177,200,
udp,3662995513039,3663000920786,200,
rmi,3671062455406,3671793359419,200,
udp,3671859861488,3671865239467,200,
rmi,3679927622473,3680623562406,200,
udp,3680690617196,3680698132682,300,
rmi,3688759768412,3689563058018,300,
udp,3689629461264,3689636463785,300,
rmi,3697697889668,3698457230730,300,
udp,3698524453622,3698532235240,300,
rmi,3706594332774,3707408070095,300,
udp,3707475556270,3707482958054,300,
rmi,3715543660366,3716323226371,300,
udp,3716389235234,3716396673032,300,
rmi,3724459123023,3725296943564,300,
udp,3725364476486,3725372006110,300,
rmi,3733434875720,3734192802315,300,
udp,3734260917837,3734268430886,300,
rmi,3742329679495,3743131494599,300,
udp,3743197533258,3743205000204,300,
rmi,3751266166759,3752028797150,300,
udp,3752095434263,3752102963617,300,
rmi,3760163454662,3760958309830,300,
udp,3761025585504,3761032932525,300,
rmi,3769093893980,3769867608075,300,
udp,3769933177103,3769940137487,300,
rmi,3778001466907,3778811507907,300,
udp,3778877249630,3778884155486,300,
rmi,3786946029789,3787729421380,300,
udp,3787795999538,3787805498167,400,
rmi,3795866717529,3796763175974,400,
udp,3796830025444,3796838659398,400,
rmi,3804900199441,3805743130066,400,
udp,3805810165743,3805819022525,400,
rmi,3813880718875,3814780275806,400,
udp,3814846661919,3814855594255,400,
rmi,3822918352713,3823765879138,400,
udp,3823832366261,3823840885088,400,
rmi,3831902352023,3832847912511,400,
udp,3832914985317,3832924162055,400,
rmi,3840986552472,3841837638146,400,
udp,3841904353483,3841913717746,400,
rmi,3849975519584,3850908469057,400,
udp,3850975837360,3850985348350,400,
rmi,3859047577044,3859880270836,400,
udp,3859946651338,3859955834028,400,
rmi,3868016423371,3868913155779,400,
udp,3868978518550,3868988193723,400,
rmi,3877048668906,3877880366323,400,
udp,3877947352619,3877956634672,400,
rmi,3886017891199,3886912904410,400,
udp,3886979156520,3886988830942,400,
rmi,3895050208051,3895877083609,400,
udp,3895942575138,3895966972618,1000,
rmi,3904028421670,3905338266183,1000,
udp,3905404824236,3905430212264,1000,
rmi,3913491903216,3914697900780,1000,
udp,3914763222345,3914787195752,1000,
rmi,3922848014828,3924120360210,1000,
udp,3924187327890,3924212335405,1000,
rmi,3932273732428,3933484350047,1000,
udp,3933553825075,3933606965657,1000,
rmi,3941668245751,3942967588054,1000,
udp,3943033682756,3943058107660,1000,
rmi,3951120910951,3952342360917,1000,
udp,3952408934901,3952433248830,1000,
rmi,3960495063675,3961793631809,1000,
udp,3961859963761,3961884119764,1000,
rmi,3969945456247,3971143884130,1000,
udp,3971209889496,3971242637527,1000,
rmi,3979304738096,3980635781226,1000,
udp,3980703485149,3980738080053,1000,
rmi,3988800206678,3989966366468,1000,
udp,3990033129333,3990057237692,1000,
rmi,3998120249455,3999455012063,1000,
udp,3999523026153,3999550400892,1000,
rmi,4007613936660,4008853088262,1000,
udp,4008919698650,4008983257960,2000,
rmi,4017046404283,4018912532618,2000,
udp,4018979530526,4019038123530,2000,
rmi,4027100528323,4028874296514,2000,
udp,4028940641198,4028999721556,2000,
rmi,4037062553429,4038956649429,2000,
udp,4039024631898,4039083605884,2000,
rmi,4047145872946,4048971977946,2000,
udp,4049037959115,4049100535804,2000,
rmi,4057162928240,4059009325552,2000,
udp,4059075266428,4059129674154,2000,
rmi,4067191714120,4068954440097,2000,
udp,4069020430641,4069088536218,2000,
rmi,4077150659644,4079054087728,2000,
udp,4079120707218,4079171199688,2000,
rmi,4087233440291,4089002027697,2000,
udp,4089067366061,4089130553168,2000,
rmi,4097193540955,4099023224721,2000,
udp,4099089745132,4099141278364,2000,
rmi,4107203544738,4108985260073,2000,
